p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,diffexpressed
1,0,0,0,1,TRAV3,NS
1,0,0,0,1,TRAV7,NS
1,0,0,0,1,TRAV8-1,NS
1,0,0,0,1,TRAV8-4,NS
1,0,0,0,1,TRAV8-6,NS
1,0,0,0,1,TRAV9-1,NS
1,0,0,0,1,TRAV9-2,NS
1,0,0,0,1,TRBJ1-1,NS
1,0,0,0,1,TRBJ1-2,NS
1,0,0,0,1,TRBJ1-3,NS
1,0,0,0,1,TRBJ1-4,NS
1,0,0,0,1,TRBJ1-5,NS
1,0,0,0,1,TRBJ1-6,NS
1,0,0,0,1,TRBJ2-1,NS
1,0,0,0,1,TRBJ2-2,NS
1,0,0,0,1,TRBJ2-2P,NS
1,0,0,0,1,TRBJ2-3,NS
1,0,0,0,1,TRBJ2-4,NS
1,0,0,0,1,TRBJ2-5,NS
1,0,0,0,1,TRBJ2-6,NS
1,0,0,0,1,TRBJ2-7,NS
1,0,0,0,1,TRBV1,NS
1,0,0,0,1,TRBV10-1,NS
1,0,0,0,1,TRBV11-1,NS
1,0,0,0,1,TRBV11-2,NS
1,0,0,0,1,TRBV11-3,NS
1,0,0,0,1,TRBV12-2,NS
1,0,0,0,1,TRBV12-3,NS
1,0,0,0,1,TRBV12-4,NS
1,0,0,0,1,TRBV12-5,NS
1,0,0,0,1,TRBV13,NS
1,0,0,0,1,TRBV15,NS
1,0,0,0,1,TRBV16,NS
1,0,0,0,1,TRBV18,NS
1,0,0,0,1,TRBV19,NS
1,0,0,0,1,TRBV2,NS
1,0,0,0,1,TRBV20OR9-2,NS
1,0,0,0,1,TRBV21-1,NS
1,0,0,0,1,TRBV22-1,NS
1,0,0,0,1,TRBV23-1,NS
1,0,0,0,1,TRBV24-1,NS
1,0,0,0,1,TRBV25-1,NS
1,0,0,0,1,TRBV26,NS
1,0,0,0,1,TRBV27,NS
1,0,0,0,1,TRBV3-1,NS
1,0,0,0,1,TRBV30,NS
1,0,0,0,1,TRBV4-1,NS
1,0,0,0,1,TRBV4-2,NS
1,0,0,0,1,TRBV5-1,NS
1,0,0,0,1,TRBV5-3,NS
1,0,0,0,1,TRBV5-4,NS
1,0,0,0,1,TRBV5-5,NS
1,0,0,0,1,TRBV5-6,NS
1,0,0,0,1,TRBV5-7,NS
1,0,0,0,1,TRBV6-1,NS
1,0,0,0,1,TRBV6-4,NS
1,0,0,0,1,TRBV6-5,NS
1,0,0,0,1,TRBV6-6,NS
1,0,0,0,1,TRBV6-7,NS
1,0,0,0,1,TRBV6-8,NS
1,0,0,0,1,TRBV7-1,NS
1,0,0,0,1,TRBV7-2,NS
1,0,0,0,1,TRBV7-4,NS
1,0,0,0,1,TRBV7-5,NS
1,0,0,0,1,TRBV7-6,NS
1,0,0,0,1,TRBV7-7,NS
1,0,0,0,1,TRBV8-2,NS
1,0,0,0,1,TRBVA,NS
1,0,0,0,1,TRDJ1,NS
1,0,0,0,1,TRDJ2,NS
1,0,0,0,1,TRDV1,NS
1,0,0,0,1,TRGJ1,NS
1,0,0,0,1,TRGJP,NS
1,0,0,0,1,TRGJP1,NS
1,0,0,0,1,TRGJP2,NS
1,0,0,0,1,TRGV1,NS
1,0,0,0,1,TRGV11,NS
1,0,0,0,1,TRGV4,NS
1,0,0,0,1,TRGV5,NS
1,0,0,0,1,TRGV5P,NS
1,0,0,0,1,TRGV6,NS
1,0,0,0,1,TRGV8,NS
1,0,0,0,1,TRGVB,NS
1,0,0,0,1,TRIM49D1,NS
1,0,0,0,1,TRIM49D2,NS
1,0,0,0,1,TRIM64C,NS
1,0,0,0,1,TRPC7-AS2,NS
1,0,0,0,1,TTTY12,NS
1,0,0,0,1,TTTY20,NS
1,0,0,0,1,UGT1A7,NS
1,0,0,0,1,UGT1A9,NS
1,0,0,0,1,USP17L22,NS
1,0,0,0,1,USP17L4,NS
1,0,0,0,1,UTS2R,NS
1,0,0,0,1,VCY1B,NS
1,0,0,0,1,VWC2L-IT1,NS
1,0,0,0,1,Z70719.1,NS
1,0,0,0,1,Z82185.1,NS
1,0,0,0,1,Z84488.1,NS
1,0,0,0,1,Z94160.1,NS
1,0,0,0,1,Z98259.3,NS
1,0,0,0,1,ZNF705D,NS
0.568535034690376,-7.67E-08,0,0,1,CSHL1,NS
0.999997017867608,-1.43E-07,0,0,1,AL360013.3,NS
1,-1.73E-07,0,0,1,AC027306.1,NS
0.677635523041592,-1.98E-07,0,0,1,AC084128.1,NS
0.495953325270793,-3.83E-07,0.001,0.001,1,AC080037.2,NS
0.925610084915942,-4.45E-07,0.004,0.003,1,AC090181.2,NS
0.823868759790709,-5.52E-07,0.001,0.001,1,AL161714.1,NS
0.568535034692041,-6.05E-07,0,0,1,AC111149.1,NS
0.949679398774563,-6.51E-07,0,0,1,AGBL5-AS1,NS
0.909439437222673,-7.24E-07,0,0,1,AP000944.6,NS
0.946575048365378,-7.26E-07,0,0,1,C11orf88,NS
0.568535034680734,-8.92E-07,0,0,1,AC044893.2,NS
0.01442271002563,-9.31E-07,0.001,0.002,1,AL138895.1,NS
0.916605170330083,-1.13E-06,0,0,1,WFDC10A,NS
0.648190454559941,-1.19E-06,0,0,1,SMIM21,NS
0.350267567841552,-1.36E-06,0,0,1,AC093677.3,NS
0.874585519401969,-1.38E-06,0,0,1,AC093838.1,NS
0.960169063611379,-1.65E-06,0,0,1,LINC01929,NS
0.817178659599606,-1.66E-06,0,0,1,AC010880.1,NS
0.924368562611025,-1.83E-06,0,0,1,AC009597.1,NS
0.342669265864097,-1.89E-06,0,0,1,TSSK2,NS
1,-2.46E-06,0,0,1,AC008063.1,NS
0.967598186886977,-2.51E-06,0,0,1,AC016229.1,NS
0.101476872902581,-2.59E-06,0.002,0.001,1,AC090505.2,NS
0.350267567842875,-2.69E-06,0,0,1,LINC00838,NS
0.710622054070033,-2.73E-06,0,0,1,AC064802.1,NS
0.088569514287566,-2.83E-06,0.003,0.004,1,ADAMTS18,NS
0.821089584379637,-2.88E-06,0,0,1,TSPAN2,NS
0.524008261134633,-2.88E-06,0,0,1,LINC01975,NS
0.250413648304579,-2.94E-06,0,0,1,NR0B2,NS
0.976078879078102,-3.09E-06,0.001,0.001,1,ERN2,NS
1,-3.12E-06,0,0,1,AC005908.3,NS
0.296171601196184,-3.40E-06,0,0,1,AC137630.4,NS
0.048516077275143,-3.44E-06,0.001,0.001,1,AC243585.2,NS
0.999997869970443,-3.58E-06,0,0,1,AC068418.1,NS
0.009128066467255,-3.65E-06,0,0.001,1,BDKRB1,NS
0.86864403607883,-3.72E-06,0,0,1,AC019193.2,NS
0.603189069126497,-3.78E-06,0,0,1,FAM201A,NS
0.568535034674633,-4.07E-06,0,0,1,CST9L,NS
0.659914394396087,-4.10E-06,0,0,1,AC025575.2,NS
0.22832145232803,-4.17E-06,0.001,0.001,1,AC007749.2,NS
0.998611069182408,-4.24E-06,0,0,1,FETUB,NS
0.065366262764701,-4.26E-06,0,0,1,AC126175.2,NS
1,-4.37E-06,0,0,1,AC113391.2,NS
0.35026756784043,-4.58E-06,0,0,1,AL591806.1,NS
0.961142537169443,-4.61E-06,0,0,1,GLTPD2,NS
0.177308390768798,-4.63E-06,0.003,0.004,1,USP12-AS2,NS
0.897335178781711,-5.01E-06,0,0,1,AC127526.4,NS
0.999997180831435,-5.08E-06,0,0,1,AC092435.3,NS
0.887079853557536,-5.18E-06,0,0,1,AP001198.2,NS
0.654005635359273,-5.28E-06,0,0,1,AC092848.2,NS
0.568535034681266,-5.33E-06,0,0,1,AC068544.2,NS
0.636168171115715,-5.37E-06,0.001,0,1,TGM7,NS
0.399982591564698,-5.37E-06,0,0,1,CHAT,NS
0.703182576389965,-5.61E-06,0,0,1,AC012653.2,NS
0.568535034681393,-5.79E-06,0,0,1,TMEM95,NS
0.35026756784133,-5.82E-06,0,0,1,AC090283.1,NS
0.551505432205455,-5.85E-06,0,0,1,AC026523.3,NS
1,-5.98E-06,0,0,1,IGHV3-32,NS
0.12003432094956,-6.08E-06,0.001,0.001,1,AL592494.2,NS
0.350267567842278,-6.20E-06,0,0,1,AC138028.3,NS
0.350267567841855,-6.32E-06,0,0,1,ARHGEF7-AS2,NS
1,-6.34E-06,0,0,1,AL162726.1,NS
1,-6.66E-06,0,0,1,AC021613.3,NS
1,-6.66E-06,0,0,1,AL049651.1,NS
0.979771112275147,-6.79E-06,0,0,1,LINC02111,NS
1,-6.83E-06,0,0,1,CYP4F2,NS
0.350267567842628,-6.86E-06,0,0,1,AC064805.2,NS
1,-6.92E-06,0,0,1,AL731769.1,NS
1,-6.96E-06,0,0,1,AL033527.2,NS
0.561765593376911,-7.28E-06,0,0,1,CYP1A2,NS
0.878845771597888,-7.28E-06,0.001,0.001,1,AC131212.1,NS
1,-7.31E-06,0,0,1,AC010760.1,NS
0.350267567843594,-7.41E-06,0,0,1,C14orf180,NS
0.999999063223412,-7.51E-06,0,0,1,AC007953.1,NS
0.350267567843959,-7.55E-06,0,0,1,AC011479.4,NS
0.350267567843959,-7.55E-06,0,0,1,IGKJ5,NS
0.902874687994736,-7.96E-06,0,0,1,LINC01883,NS
1,-8.00E-06,0,0,1,LINC02295,NS
1,-8.00E-06,0,0,1,TRAV8-3,NS
0.205624530703633,-8.01E-06,0,0,1,SERPINA10,NS
1,-8.07E-06,0,0,1,TCEAL6,NS
0.558421808137804,-8.08E-06,0,0,1,AC069285.2,NS
1,-8.09E-06,0,0,1,LCE3E,NS
0.350267567842234,-8.09E-06,0,0,1,AC011632.2,NS
0.999997192085646,-8.16E-06,0,0,1,LINC01593,NS
0.895375951249998,-8.20E-06,0,0,1,AC022447.1,NS
0.979706368778737,-8.23E-06,0.001,0.001,1,AL022098.1,NS
0.350267567840018,-8.27E-06,0,0,1,NPS,NS
0.350267567838974,-8.29E-06,0,0,1,APOC3,NS
0.350267567838135,-8.45E-06,0,0,1,USP17L3,NS
0.74758985866033,-8.47E-06,0,0,1,AC069421.3,NS
0.561058666362487,-8.48E-06,0.004,0.004,1,AL136040.2,NS
0.999998921794048,-8.51E-06,0,0,1,AC106799.3,NS
0.740230371369267,-8.75E-06,0,0,1,TAS2R7,NS
0.350267567841615,-8.83E-06,0,0,1,AL021026.1,NS
0.35026756784254,-8.99E-06,0,0,1,PAGE4,NS
0.350267567843946,-9.00E-06,0,0,1,AC226101.1,NS
1,-9.32E-06,0,0,1,OR14C36,NS
0.999998277389528,-9.33E-06,0,0,1,AC020930.1,NS
0.974855032050355,-9.41E-06,0,0,1,WFDC9,NS
0.350267567841578,-9.44E-06,0,0,1,AC008753.2,NS
0.350267567841578,-9.44E-06,0,0,1,LINC01782,NS
0.350267567844018,-9.44E-06,0,0,1,TRAV5,NS
0.350267567843764,-9.49E-06,0,0,1,OR6P1,NS
0.048152550735673,-9.50E-06,0.002,0.002,1,AC021739.3,NS
1,-9.69E-06,0,0,1,IGHV3-74,NS
0.350267567844458,-9.69E-06,0,0,1,KRTAP4-1,NS
1,-9.79E-06,0,0,1,AC100826.1,NS
0.999998261705346,-9.84E-06,0,0,1,LINC00454,NS
0.35026756784801,-9.89E-06,0,0,1,AC008406.2,NS
0.568535034687427,-9.90E-06,0,0,1,AC104237.2,NS
0.999998027648163,-9.96E-06,0,0,1,IGFBP1,NS
1,-1.01E-05,0,0,1,TRAV8-2,NS
0.350267567843081,-1.01E-05,0,0,1,AC025187.1,NS
0.584979192958362,-1.01E-05,0,0,1,AC005845.1,NS
3.97E-05,-1.02E-05,0.005,0.007,1,FAM107A,NS
1,-1.02E-05,0,0,1,AC104463.1,NS
0.328530550712731,-1.04E-05,0,0,1,AC074344.2,NS
0.753581922499432,-1.06E-05,0.001,0.001,1,AZU1,NS
1,-1.06E-05,0,0,1,OR10H4,NS
1,-1.06E-05,0,0,1,AL391869.1,NS
0.350267567840167,-1.06E-05,0,0,1,AC079171.1,NS
0.350267567842955,-1.07E-05,0,0,1,LINC01262,NS
0.961846382072087,-1.07E-05,0,0,1,DCAF12L2,NS
1,-1.08E-05,0,0,1,LINC00261,NS
0.924322217760668,-1.09E-05,0,0,1,LARGE-IT1,NS
0.568535034681511,-1.09E-05,0,0,1,OR51B6,NS
0.601699189182021,-1.10E-05,0,0,1,AL136981.3,NS
0.598544425022336,-1.10E-05,0,0,1,DYNAP,NS
0.35026756784303,-1.10E-05,0,0,1,MTRNR2L13,NS
1,-1.11E-05,0,0,1,AC246787.2,NS
0.785552729547575,-1.11E-05,0,0,1,FAM25A,NS
0.065366262765264,-1.12E-05,0,0,1,AL354714.3,NS
0.406911699680865,-1.12E-05,0,0.001,1,AC237221.1,NS
1,-1.12E-05,0,0,1,AC027807.2,NS
0.350267567841953,-1.13E-05,0,0,1,SSTR3,NS
0.004780529065222,-1.13E-05,0,0.001,1,AL365226.2,NS
0.908714132764595,-1.13E-05,0,0,1,LINC01621,NS
1,-1.15E-05,0,0,1,AC079310.1,NS
0.978369341450091,-1.15E-05,0,0,1,ACOD1,NS
0.375378719416165,-1.16E-05,0.001,0,1,AL121782.1,NS
1,-1.16E-05,0,0,1,AC092673.1,NS
0.350267567838066,-1.17E-05,0,0,1,AC233728.1,NS
0.350267567842634,-1.17E-05,0,0,1,KRTAP5-4,NS
0.786711722161634,-1.18E-05,0,0,1,AC099328.2,NS
0.147058123953428,-1.18E-05,0,0,1,OR8S1,NS
0.311848549307009,-1.19E-05,0,0,1,AC073288.1,NS
0.9999981409895,-1.21E-05,0,0,1,AC106875.1,NS
1,-1.22E-05,0,0,1,IGHV4-34,NS
0.350267567841595,-1.22E-05,0,0,1,LINC00561,NS
1,-1.25E-05,0,0,1,AC004590.1,NS
0.350267567842955,-1.26E-05,0,0,1,LINC01803,NS
0.882923280888965,-1.26E-05,0,0,1,AC104770.1,NS
0.873311428524821,-1.26E-05,0.001,0.001,1,LINC00433,NS
1,-1.27E-05,0,0,1,AC112204.2,NS
0.350267567837502,-1.27E-05,0,0,1,AC099786.3,NS
1,-1.28E-05,0,0,1,AC018450.2,NS
1,-1.28E-05,0,0,1,C1orf68,NS
1,-1.28E-05,0,0,1,AC132660.2,NS
1,-1.28E-05,0,0,1,AC013727.2,NS
1,-1.28E-05,0,0,1,AL451049.1,NS
1,-1.29E-05,0,0,1,AL109837.2,NS
1,-1.29E-05,0,0,1,AL133465.1,NS
1,-1.29E-05,0,0,1,TRAV21,NS
0.350267567842773,-1.29E-05,0,0,1,PRR23C,NS
1,-1.30E-05,0,0,1,AC009487.3,NS
1,-1.30E-05,0,0,1,OR4M2,NS
0.350267567841242,-1.30E-05,0,0,1,MIR381HG,NS
1,-1.30E-05,0,0,1,AL031726.2,NS
0.999999233156326,-1.31E-05,0,0,1,AC115485.1,NS
0.622048845276272,-1.31E-05,0,0,1,AC026726.2,NS
1,-1.31E-05,0,0,1,AC005888.1,NS
0.800103741646367,-1.32E-05,0,0,1,LINC02347,NS
0.350267567841651,-1.32E-05,0,0,1,IGLV1-50,NS
0.35026756784599,-1.32E-05,0,0,1,LINC02850,NS
0.350267567842946,-1.33E-05,0,0,1,CST11,NS
0.663719350415741,-1.33E-05,0,0,1,ODAM,NS
1,-1.33E-05,0,0,1,LINC01736,NS
0.671173510822237,-1.34E-05,0,0,1,ARHGEF9-IT1,NS
0.045061965150787,-1.35E-05,0.005,0.004,1,AL356515.1,NS
0.350267567842395,-1.35E-05,0,0,1,AC079612.2,NS
0.568535034677996,-1.35E-05,0,0,1,AP006437.1,NS
1,-1.35E-05,0,0,1,TRBV10-2,NS
1,-1.36E-05,0,0,1,PRR30,NS
1,-1.37E-05,0,0,1,OR51L1,NS
0.350267567843202,-1.38E-05,0,0,1,AL928596.1,NS
1,-1.38E-05,0,0,1,AC090957.1,NS
1,-1.39E-05,0,0,1,TRAV24,NS
0.568535034676872,-1.39E-05,0,0,1,AL512347.1,NS
1,-1.39E-05,0,0,1,AL355337.1,NS
1,-1.39E-05,0,0,1,IGHV4-55,NS
0.987405449306713,-1.40E-05,0,0,1,AC009269.3,NS
0.999996877089473,-1.40E-05,0,0,1,AC005552.1,NS
1,-1.40E-05,0,0,1,AC073257.2,NS
0.350267567842681,-1.41E-05,0,0,1,AC243585.1,NS
0.602420038828585,-1.41E-05,0,0,1,AP000907.2,NS
0.350267567840967,-1.42E-05,0,0,1,AC100844.1,NS
0.375075045437124,-1.43E-05,0.005,0.005,1,LINC00596,NS
0.614371163701388,-1.43E-05,0,0,1,FOXD4L6,NS
1,-1.44E-05,0,0,1,CST9,NS
1,-1.44E-05,0,0,1,AL591719.2,NS
0.350267567840874,-1.44E-05,0,0,1,TRAV14DV4,NS
0.99999885861698,-1.44E-05,0,0,1,AC245187.1,NS
1,-1.45E-05,0,0,1,OPCML-IT2,NS
1,-1.45E-05,0,0,1,AC025839.1,NS
0.350267567841064,-1.46E-05,0,0,1,GSTA5,NS
0.705691444758817,-1.47E-05,0.002,0.002,1,THOC7-AS1,NS
0.95595756133748,-1.47E-05,0,0,1,KRT72,NS
1,-1.47E-05,0,0,1,GPR152,NS
0.350267567843461,-1.47E-05,0,0,1,AC121757.1,NS
1,-1.47E-05,0,0,1,AC007527.2,NS
1,-1.47E-05,0,0,1,LINC01827,NS
0.989647984072718,-1.48E-05,0,0,1,AL512643.1,NS
0.350267567843866,-1.49E-05,0,0,1,PARAL1,NS
0.350267567841175,-1.49E-05,0,0,1,TPRG1-AS2,NS
0.35026756784579,-1.51E-05,0,0,1,CT45A2,NS
0.350267567839739,-1.52E-05,0,0,1,AC025253.1,NS
0.626814508625122,-1.52E-05,0,0.001,1,AC100782.1,NS
1,-1.52E-05,0,0,1,AC025752.1,NS
1,-1.53E-05,0,0,1,MBD3L2,NS
0.350267567839952,-1.53E-05,0,0,1,Z97192.4,NS
0.350267567844517,-1.53E-05,0,0,1,AC104260.1,NS
1,-1.54E-05,0,0,1,AC090625.2,NS
0.154227131786036,-1.54E-05,0.001,0,1,AC008750.5,NS
0.489720824018674,-1.54E-05,0.001,0.001,1,SEC23A-AS1,NS
0.350267567842201,-1.55E-05,0,0,1,AC022308.1,NS
1,-1.56E-05,0,0,1,AF111169.1,NS
1,-1.56E-05,0,0,1,AC138420.1,NS
1,-1.57E-05,0,0,1,IGHV2-70D,NS
0.611422965300085,-1.58E-05,0,0,1,AC007991.4,NS
0.692128390692268,-1.58E-05,0,0,1,AC022168.1,NS
1,-1.58E-05,0,0,1,AC083801.2,NS
0.677539051555749,-1.58E-05,0,0,1,CT47B1,NS
0.122690606240825,-1.58E-05,0.001,0.001,1,LINC02262,NS
1,-1.58E-05,0,0,1,AL133481.3,NS
0.568535034681182,-1.59E-05,0,0,1,AP000365.1,NS
1,-1.59E-05,0,0,1,AC091393.2,NS
0.875983415006192,-1.59E-05,0,0,1,AL731661.1,NS
0.732911607200824,-1.59E-05,0,0,1,SBK3,NS
0.350267567839503,-1.61E-05,0,0,1,AC022400.1,NS
1,-1.61E-05,0,0,1,CGB8,NS
0.56853503467945,-1.61E-05,0,0,1,NDFIP2-AS1,NS
0.339604588630332,-1.62E-05,0.001,0.001,1,DNASE1L3,NS
0.568535034684004,-1.62E-05,0,0,1,OR10H3,NS
1,-1.62E-05,0,0,1,AC091705.1,NS
1,-1.63E-05,0,0,1,OR5D3P,NS
0.228511294171882,-1.63E-05,0,0,1,AC135895.1,NS
0.488905239165183,-1.64E-05,0,0,1,AL359813.2,NS
0.57757586976045,-1.64E-05,0.045,0.046,1,ARRDC1-AS1,NS
0.350267567842137,-1.65E-05,0,0,1,AL359508.1,NS
1,-1.66E-05,0,0,1,AC104445.1,NS
0.350267567842025,-1.66E-05,0,0,1,OR2M5,NS
0.350267567842025,-1.66E-05,0,0,1,OR2M7,NS
1,-1.66E-05,0,0,1,AC136616.2,NS
0.568535034675418,-1.67E-05,0,0,1,AL357139.2,NS
0.350267567843397,-1.68E-05,0,0,1,AC122108.1,NS
1,-1.69E-05,0,0,1,AC007557.2,NS
0.350267567841656,-1.69E-05,0,0,1,AC008627.1,NS
0.35026756784143,-1.69E-05,0,0,1,LINC02131,NS
1,-1.70E-05,0,0,1,MT1B,NS
0.350267567842536,-1.71E-05,0,0,1,PANDAR,NS
0.350267567842162,-1.72E-05,0,0,1,LINC02573,NS
0.568535034676737,-1.73E-05,0,0,1,AC096554.1,NS
0.999998385840654,-1.73E-05,0,0,1,Z99756.1,NS
0.999998868568199,-1.74E-05,0,0,1,AP001574.1,NS
1,-1.74E-05,0,0,1,AC093281.1,NS
1,-1.76E-05,0,0,1,OR5K2,NS
0.35026756783911,-1.76E-05,0,0,1,OR4S2,NS
0.568535034677362,-1.76E-05,0,0,1,GDF10,NS
0.350267567844069,-1.77E-05,0,0,1,AC011233.2,NS
1,-1.77E-05,0,0,1,GAGE12E,NS
1,-1.77E-05,0,0,1,EBLN1,NS
0.069632920791457,-1.78E-05,0.006,0.005,1,AC005006.1,NS
1,-1.78E-05,0,0,1,AF067845.1,NS
1,-1.78E-05,0,0,1,EVX1,NS
0.147058123953276,-1.79E-05,0,0,1,AC006372.2,NS
1,-1.79E-05,0,0,1,AC006205.1,NS
1,-1.80E-05,0,0,1,RNASE8,NS
1,-1.80E-05,0,0,1,AL121894.3,NS
0.350267567842336,-1.80E-05,0,0,1,OR5D18,NS
0.568535034682483,-1.81E-05,0,0,1,AC008164.1,NS
1,-1.83E-05,0,0,1,LINC02411,NS
0.147058123953827,-1.83E-05,0,0,1,AC018755.4,NS
0.350267567840779,-1.83E-05,0,0,1,AC011603.3,NS
0.565751171851975,-1.83E-05,0.001,0.001,1,LINC02593,NS
0.147058123953487,-1.84E-05,0,0,1,IGKV1-9,NS
1,-1.84E-05,0,0,1,POU3F4,NS
1,-1.84E-05,0,0,1,TRAJ30,NS
0.350267567843078,-1.86E-05,0,0,1,AL109763.1,NS
0.568535034678461,-1.87E-05,0,0,1,AC107953.2,NS
0.350267567843748,-1.87E-05,0,0,1,BX546033.1,NS
1,-1.87E-05,0,0,1,LINC01745,NS
0.350267567837435,-1.87E-05,0,0,1,LINC01093,NS
0.999997707347531,-1.88E-05,0,0,1,FAM71C,NS
0.350267567844879,-1.88E-05,0,0,1,NANOGP11,NS
0.982903477188642,-1.89E-05,0,0,1,AC010883.2,NS
1,-1.89E-05,0,0,1,FAM223B,NS
1,-1.90E-05,0,0,1,AC093525.5,NS
1,-1.90E-05,0,0,1,IGHV1-3,NS
0.724138838026601,-1.90E-05,0,0,1,AC104076.1,NS
1,-1.91E-05,0,0,1,AP006748.1,NS
0.063963091022086,-1.91E-05,0,0,1,TRIM31,NS
0.892008051770017,-1.91E-05,0,0,1,AC100791.2,NS
0.789288174758514,-1.92E-05,0,0,1,AC005703.1,NS
0.440162828926789,-1.93E-05,0,0,1,AC008680.1,NS
1,-1.93E-05,0,0,1,TRIM64B,NS
0.914714463804727,-1.94E-05,0,0,1,OR10A5,NS
0.568535034689404,-1.94E-05,0,0,1,AC009743.1,NS
0.848010851977639,-1.94E-05,0,0,1,IGHVIII-44,NS
0.350267567840559,-1.95E-05,0,0,1,LINC02200,NS
1,-1.96E-05,0,0,1,AC025038.1,NS
0.457005368927015,-1.96E-05,0.001,0.001,1,AC005692.2,NS
1,-1.97E-05,0,0,1,CLDN8,NS
0.350267567843831,-1.97E-05,0,0,1,AL163973.3,NS
0.350267567841202,-1.97E-05,0,0,1,AC084880.4,NS
1,-1.97E-05,0,0,1,AC121493.1,NS
0.350267567844843,-1.97E-05,0,0,1,AC018761.3,NS
0.953513552405752,-1.98E-05,0,0,1,TNFSF18,NS
0.988194391833191,-1.98E-05,0,0,1,AC026369.2,NS
0.350267567843498,-1.98E-05,0,0,1,SOWAHB,NS
1,-1.99E-05,0,0,1,AL390778.2,NS
0.919649301994751,-2.00E-05,0,0,1,AC017033.1,NS
0.351232719917203,-2.00E-05,0.001,0.001,1,AL139286.2,NS
0.350267567841691,-2.01E-05,0,0,1,AC006305.2,NS
0.698621458440594,-2.01E-05,0.003,0.003,1,AC087752.3,NS
0.3502675678466,-2.02E-05,0,0,1,AC087277.2,NS
1,-2.04E-05,0,0,1,IGLV7-43,NS
1,-2.04E-05,0,0,1,AL390786.1,NS
0.350267567841525,-2.07E-05,0,0,1,PGLYRP3,NS
0.568535034675216,-2.07E-05,0,0,1,AC027338.2,NS
1,-2.08E-05,0,0,1,LINC01168,NS
0.350267567842801,-2.08E-05,0,0,1,AC110716.1,NS
0.889671976324225,-2.09E-05,0.006,0.006,1,AL513477.2,NS
0.350267567844585,-2.09E-05,0,0,1,AL009178.2,NS
0.350267567843562,-2.09E-05,0,0,1,AL357518.1,NS
0.537200272677975,-2.10E-05,0.012,0.013,1,AC007370.2,NS
1,-2.10E-05,0,0,1,AL390243.1,NS
0.350267567842008,-2.10E-05,0,0,1,AJ003147.1,NS
0.867382266614551,-2.10E-05,0,0,1,AL365205.4,NS
0.224183364494992,-2.10E-05,0.001,0.001,1,PTGFR,NS
1,-2.11E-05,0,0,1,LALBA,NS
1,-2.11E-05,0,0,1,AC136698.1,NS
0.350267567840158,-2.12E-05,0,0,1,AC090821.2,NS
0.350267567842054,-2.12E-05,0,0,1,IGHVII-49-1,NS
0.568535034678841,-2.12E-05,0,0,1,AC068725.1,NS
1,-2.12E-05,0,0,1,BGLT3,NS
0.350267567842309,-2.13E-05,0,0,1,IVL,NS
0.3969624888547,-2.13E-05,0.001,0.001,1,AC024560.3,NS
0.999998772681501,-2.13E-05,0,0,1,AL731555.1,NS
0.529560107712237,-2.14E-05,0.113,0.114,1,ZNF286A,NS
1,-2.14E-05,0,0,1,IGHV7-34-1,NS
0.350267567842287,-2.15E-05,0,0,1,TRAJ54,NS
1,-2.16E-05,0,0,1,AC109471.1,NS
0.350267567843205,-2.17E-05,0,0,1,OR2B2,NS
0.350267567842173,-2.18E-05,0,0,1,TRAJ44,NS
1,-2.18E-05,0,0,1,AC099344.2,NS
0.951344269559716,-2.20E-05,0,0,1,AC116025.2,NS
0.350267567843264,-2.20E-05,0,0,1,RBP4,NS
1,-2.21E-05,0,0,1,AP000997.2,NS
1,-2.21E-05,0,0,1,AL391119.1,NS
0.5685350346747,-2.21E-05,0,0,1,AC100756.4,NS
1,-2.25E-05,0,0,1,AC013652.2,NS
0.518410852007038,-2.25E-05,0,0,1,AC093702.1,NS
1,-2.27E-05,0,0,1,IGKV1OR1-1,NS
0.999998620009136,-2.28E-05,0,0,1,IGHV3-43,NS
0.147058123953219,-2.29E-05,0,0,1,CT45A9,NS
0.902236573348174,-2.30E-05,0,0,1,ENOX1-AS2,NS
1,-2.30E-05,0,0,1,AC010425.1,NS
0.350267567843821,-2.30E-05,0,0,1,OR2T35,NS
0.828453787337131,-2.30E-05,0.001,0.001,1,AC112770.1,NS
0.999998936579158,-2.30E-05,0,0,1,AL157378.1,NS
1,-2.31E-05,0,0,1,LINC01078,NS
0.568535034685154,-2.32E-05,0,0,1,DPPA5,NS
0.22629534341361,-2.32E-05,0.003,0.003,1,AP000692.2,NS
0.350267567836388,-2.33E-05,0,0,1,KPRP,NS
0.484128866645773,-2.33E-05,0,0,1,LINC02369,NS
1,-2.33E-05,0,0,1,AL162424.1,NS
1,-2.33E-05,0,0,1,AL138900.1,NS
1,-2.34E-05,0,0,1,AL353658.1,NS
0.568535034683286,-2.34E-05,0,0,1,TAAR8,NS
1,-2.34E-05,0,0,1,AC004023.1,NS
1,-2.34E-05,0,0,1,OR6N2,NS
0.350267567837169,-2.34E-05,0,0,1,AL356309.1,NS
1,-2.35E-05,0,0,1,BMP15,NS
1,-2.36E-05,0,0,1,OR4D2,NS
1,-2.37E-05,0,0,1,ZIC4-AS1,NS
0.961297757050215,-2.37E-05,0,0,1,AC139099.1,NS
1,-2.38E-05,0,0,1,AC006033.2,NS
0.985615047642086,-2.38E-05,0,0,1,AP001615.1,NS
